,address,type,datetime,latitude,longitude,report_location,incident_number
815,BROADWAY CT / E MADISON ST,Medic Response,2026-02-09T01:55:00.000,47.611542,-122.319866,"{'type': 'Point', 'coordinates': [-122.319866, 47.611542]}",F260018649
816,421 1st Ave S,Scenes Of Violence 14,2026-02-09T01:51:00.000,47.59901,-122.334189,"{'type': 'Point', 'coordinates': [-122.334189, 47.59901]}",F260018647
817,7016 15th Ave Nw,Aid Response,2026-02-09T01:51:00.000,47.679622,-122.37677,"{'type': 'Point', 'coordinates': [-122.37677, 47.679622]}",F260018648
818,Terry Ave N / Denny Way,Aid Response,2026-02-09T01:26:00.000,47.618527,-122.337151,"{'type': 'Point', 'coordinates': [-122.337151, 47.618527]}",F260018646
819,710 Cherry St,Medic Response,2026-02-09T01:24:00.000,47.605387,-122.327511,"{'type': 'Point', 'coordinates': [-122.327511, 47.605387]}",F260018645
820,11th Ave Nw / Nw Ballard Way,Illegal Burn,2026-02-09T01:23:00.000,47.662929,-122.370767,"{'type': 'Point', 'coordinates': [-122.370767, 47.662929]}",F260018643
821,707 Terry Ave,Investigate Out Of Service,2026-02-09T01:23:00.000,47.606777,-122.324334,"{'type': 'Point', 'coordinates': [-122.324334, 47.606777]}",F260018644
822,509 3rd Ave,Medic Response- Overdose,2026-02-09T01:20:00.000,47.602114,-122.330809,"{'type': 'Point', 'coordinates': [-122.330809, 47.602114]}",F260018641
823,1237 S Jackson St,Aid Response,2026-02-09T01:14:00.000,47.599191,-122.316654,"{'type': 'Point', 'coordinates': [-122.316654, 47.599191]}",F260018639
824,E Olive Way / Bellevue Ave,Aid Response,2026-02-09T00:55:00.000,47.617077,-122.32682,"{'type': 'Point', 'coordinates': [-122.32682, 47.617077]}",F260018637
825,1703 California Ave Sw,Aid Response,2026-02-09T00:50:00.000,47.588027,-122.386277,"{'type': 'Point', 'coordinates': [-122.386277, 47.588027]}",F260018635
826,Occidental Ave S / S Main St,Aid Response,2026-02-09T00:47:00.000,47.600043,-122.332879,"{'type': 'Point', 'coordinates': [-122.332879, 47.600043]}",F260018634
827,7012 Mary Ave Nw,Rubbish Fire,2026-02-09T00:32:00.000,47.679604,-122.375714,"{'type': 'Point', 'coordinates': [-122.375714, 47.679604]}",F260018632
828,1400 Hubbell Pl,Rescue Extrication,2026-02-09T00:09:00.000,47.611543,-122.330225,"{'type': 'Point', 'coordinates': [-122.330225, 47.611543]}",F260018627
829,308 4th Ave S,Medic Response- Overdose 14,2026-02-09T00:09:00.000,47.599968,-122.328965,"{'type': 'Point', 'coordinates': [-122.328965, 47.599968]}",F260018628
830,8856 29th Ave Sw,Medic Response,2026-02-08T23:59:00.000,47.524157,-122.36992,"{'type': 'Point', 'coordinates': [-122.36992, 47.524157]}",F260018626
831,S Mead St / 4th Ave S,Aid Response,2026-02-08T23:52:00.000,47.551076,-122.329572,"{'type': 'Point', 'coordinates': [-122.329572, 47.551076]}",F260018624
832,13410 Greenwood Ave N,Aid Response,2026-02-08T23:40:00.000,47.726531,-122.355554,"{'type': 'Point', 'coordinates': [-122.355554, 47.726531]}",F260018621
833,Rainier Ave S / S Dearborn St,Illegal Burn,2026-02-08T23:34:00.000,47.595874,-122.31153,"{'type': 'Point', 'coordinates': [-122.31153, 47.595874]}",F260018619
834,Aurora Ave N / N 135th St,Aid Response,2026-02-08T23:20:00.000,47.72686,-122.345017,"{'type': 'Point', 'coordinates': [-122.345017, 47.72686]}",F260018618
835,2424 Beacon Ave S,Aid Response,2026-02-08T23:10:00.000,47.581701,-122.314446,"{'type': 'Point', 'coordinates': [-122.314446, 47.581701]}",F260018617
836,116 Stewart St,Aid Response,2026-02-08T23:00:00.000,47.610387,-122.341198,"{'type': 'Point', 'coordinates': [-122.341198, 47.610387]}",F260018614
837,111 1st Ave S,Aid Response,2026-02-08T22:54:00.000,47.601628,-122.334179,"{'type': 'Point', 'coordinates': [-122.334179, 47.601628]}",F260018610
838,2015 2nd Ave,Rubbish Fire,2026-02-08T22:51:00.000,47.611843,-122.341939,"{'type': 'Point', 'coordinates': [-122.341939, 47.611843]}",F260018609
839,2551 26th Ave W,Activated CO Detector,2026-02-08T22:48:00.000,47.642313,-122.390286,"{'type': 'Point', 'coordinates': [-122.390286, 47.642313]}",F260018608
840,5542 34th Ave Ne,Aid Response,2026-02-08T22:48:00.000,47.668888,-122.291434,"{'type': 'Point', 'coordinates': [-122.291434, 47.668888]}",F260018606
841,Broadway / E Madison St,Aid Response,2026-02-08T22:45:00.000,47.611169,-122.32076,"{'type': 'Point', 'coordinates': [-122.32076, 47.611169]}",F260018605
842,1325 4th Ave,Aid Response,2026-02-08T22:41:00.000,47.608471,-122.335089,"{'type': 'Point', 'coordinates': [-122.335089, 47.608471]}",F260018604
843,15th Ave Nw / Nw Market St,Aid Response,2026-02-08T22:38:00.000,47.668667,-122.376214,"{'type': 'Point', 'coordinates': [-122.376214, 47.668667]}",F260018602
844,1136 21st Ave E,Automatic Fire Alarm Resd,2026-02-08T22:37:00.000,47.629366,-122.304746,"{'type': 'Point', 'coordinates': [-122.304746, 47.629366]}",F260018601
845,2626 13th Ave W,Medic Response- Overdose,2026-02-08T22:31:00.000,47.643725,-122.374117,"{'type': 'Point', 'coordinates': [-122.374117, 47.643725]}",F260018598
846,2500 Walnut Ave Sw,Medic Response,2026-02-08T22:26:00.000,47.581587,-122.383218,"{'type': 'Point', 'coordinates': [-122.383218, 47.581587]}",F260018596
847,2331 2nd Ave,Aid Response,2026-02-08T22:26:00.000,47.614273,-122.346054,"{'type': 'Point', 'coordinates': [-122.346054, 47.614273]}",F260018597
848,Broadway / E Yesler Way,Illegal Burn,2026-02-08T22:25:00.000,47.6017,-122.320737,"{'type': 'Point', 'coordinates': [-122.320737, 47.6017]}",F260018595
849,317 12th Ave,Illegal Burn,2026-02-08T22:23:00.000,47.604496,-122.316781,"{'type': 'Point', 'coordinates': [-122.316781, 47.604496]}",F260018594
850,1020 Seneca St,Aid Response,2026-02-08T22:18:00.000,47.610396,-122.327328,"{'type': 'Point', 'coordinates': [-122.327328, 47.610396]}",F260018593
851,2nd Ave / Blanchard St,Aid Response,2026-02-08T22:16:00.000,47.613271,-122.344353,"{'type': 'Point', 'coordinates': [-122.344353, 47.613271]}",F260018590
852,809 S Washington St,Aid Response,2026-02-08T22:13:00.000,47.601589,-122.322427,"{'type': 'Point', 'coordinates': [-122.322427, 47.601589]}",F260018589
853,102 Erie Ave,Aid Response,2026-02-08T22:07:00.000,47.601758,-122.28601,"{'type': 'Point', 'coordinates': [-122.28601, 47.601758]}",F260018587
854,4020 Ne 55th St,Aid Response,2026-02-08T22:05:00.000,47.668509,-122.284643,"{'type': 'Point', 'coordinates': [-122.284643, 47.668509]}",F260018586
855,Harrison St / Taylor Ave N,Aid Response,2026-02-08T22:00:00.000,47.62207,-122.346287,"{'type': 'Point', 'coordinates': [-122.346287, 47.62207]}",F260018582
856,8804 30th Ave Nw,Aid Response,2026-02-08T21:55:00.000,47.693147,-122.395874,"{'type': 'Point', 'coordinates': [-122.395874, 47.693147]}",F260018581
857,915 E Pine St,Aid Response,2026-02-08T21:46:00.000,47.615237,-122.320554,"{'type': 'Point', 'coordinates': [-122.320554, 47.615237]}",F260018579
858,102 Erie Ave,Hang-Up- Aid,2026-02-08T21:45:00.000,47.601758,-122.28601,"{'type': 'Point', 'coordinates': [-122.28601, 47.601758]}",F260018578
859,12560 Densmore Ave N,Aid Response,2026-02-08T21:39:00.000,47.720052,-122.338367,"{'type': 'Point', 'coordinates': [-122.338367, 47.720052]}",F260018576
860,2101 Nw 77th St,Engine Code Red,2026-02-08T21:37:00.000,47.685006,-122.383248,"{'type': 'Point', 'coordinates': [-122.383248, 47.685006]}",F260018574
861,2337 Yale Ave E,Investigate Out Of Service,2026-02-08T21:31:00.000,47.640134,-122.327108,"{'type': 'Point', 'coordinates': [-122.327108, 47.640134]}",F260018572
862,California Ave Sw / Sw Dakota St,Aid Response,2026-02-08T21:28:00.000,47.566538,-122.386771,"{'type': 'Point', 'coordinates': [-122.386771, 47.566538]}",F260018571
863,2101 S Grand St,Aid Response,2026-02-08T21:26:00.000,47.586911,-122.305476,"{'type': 'Point', 'coordinates': [-122.305476, 47.586911]}",F260018570
864,2024 3rd Ave,Aid Response,2026-02-08T21:19:00.000,47.612578,-122.341197,"{'type': 'Point', 'coordinates': [-122.341197, 47.612578]}",F260018569
865,9262 Rainier Ave S,Aid Response,2026-02-08T21:18:00.000,47.519853,-122.268364,"{'type': 'Point', 'coordinates': [-122.268364, 47.519853]}",F260018568
866,11032 Lake City Way Ne,Auto Fire Alarm,2026-02-08T21:18:00.000,47.708645,-122.301288,"{'type': 'Point', 'coordinates': [-122.301288, 47.708645]}",F260018567
867,9734 43rd Pl Sw,Medic Response,2026-02-08T21:15:00.000,47.51618,-122.388516,"{'type': 'Point', 'coordinates': [-122.388516, 47.51618]}",F260018566
868,12th Ave S / S Jackson St,Medic Response- Overdose,2026-02-08T21:04:00.000,47.599187,-122.317225,"{'type': 'Point', 'coordinates': [-122.317225, 47.599187]}",F260018561
869,15th Ave S / S Plum St,MVI - Motor Vehicle Incident,2026-02-08T21:04:00.000,47.585532,-122.31337,"{'type': 'Point', 'coordinates': [-122.31337, 47.585532]}",F260018562
870,4541 19th Ave Ne,Aid Response,2026-02-08T21:04:00.000,47.66162,-122.30724,"{'type': 'Point', 'coordinates': [-122.30724, 47.66162]}",F260018560
871,1105 E Fir St,Scenes Of Violence 7,2026-02-08T20:54:00.000,47.602688,-122.318034,"{'type': 'Point', 'coordinates': [-122.318034, 47.602688]}",F260018558
872,4407 S Graham St,Aid Response,2026-02-08T20:54:00.000,47.546011,-122.277998,"{'type': 'Point', 'coordinates': [-122.277998, 47.546011]}",F260018557
873,114 JAMES ST,Illegal Burn,2026-02-08T20:50:00.000,47.601806,-122.333703,"{'type': 'Point', 'coordinates': [-122.333703, 47.601806]}",F260018555
874,11725 15th Ave Ne,Aid Response,2026-02-08T20:49:00.000,47.714518,-122.312507,"{'type': 'Point', 'coordinates': [-122.312507, 47.714518]}",F260018553
875,1000 4th Ave,Aid Response,2026-02-08T20:49:00.000,47.606088,-122.332909,"{'type': 'Point', 'coordinates': [-122.332909, 47.606088]}",F260018554
876,3rd Ave / Cherry St,Aid Response,2026-02-08T20:48:00.000,47.603484,-122.332062,"{'type': 'Point', 'coordinates': [-122.332062, 47.603484]}",F260018552
877,1st Ave S / S King St,Aid Response,2026-02-08T20:48:00.000,47.598292,-122.334191,"{'type': 'Point', 'coordinates': [-122.334191, 47.598292]}",F260018551
878,3900 S OTHELLO ST,Aid Response,2026-02-08T20:44:00.000,47.537046,-122.283397,"{'type': 'Point', 'coordinates': [-122.283397, 47.537046]}",F260018549
879,1420 10th Ave,Aid Response,2026-02-08T20:40:00.000,47.613162,-122.319437,"{'type': 'Point', 'coordinates': [-122.319437, 47.613162]}",F260018547
880,1601 15th Ave W,Aid Response,2026-02-08T20:40:00.000,47.633499,-122.376195,"{'type': 'Point', 'coordinates': [-122.376195, 47.633499]}",F260018546
881,1500 Broadway,Aid Response,2026-02-08T20:39:00.000,47.614076,-122.32078,"{'type': 'Point', 'coordinates': [-122.32078, 47.614076]}",F260018545
882,Corliss Ave N / N 92nd St,Aid Response,2026-02-08T20:33:00.000,47.695927,-122.331119,"{'type': 'Point', 'coordinates': [-122.331119, 47.695927]}",F260018543
883,3150 Fairview Ave E,Aid Response,2026-02-08T20:31:00.000,47.649853,-122.323926,"{'type': 'Point', 'coordinates': [-122.323926, 47.649853]}",F260018541
884,1st Ave S / S Walker St,Aid Response,2026-02-08T20:31:00.000,47.583979,-122.334199,"{'type': 'Point', 'coordinates': [-122.334199, 47.583979]}",F260018540
885,840 E DENNY WAY,Rescue Elevator,2026-02-08T20:31:00.000,47.618736,-122.321643,"{'type': 'Point', 'coordinates': [-122.321643, 47.618736]}",F260018542
886,500 S Lander St,Aid Response,2026-02-08T20:25:00.000,47.579809,-122.327192,"{'type': 'Point', 'coordinates': [-122.327192, 47.579809]}",F260018539
887,225 Broadway,Aid Response,2026-02-08T20:23:00.000,47.603656,-122.320742,"{'type': 'Point', 'coordinates': [-122.320742, 47.603656]}",F260018538
888,1201 10th Ave,Aid Response,2026-02-08T20:11:00.000,47.612397,-122.319388,"{'type': 'Point', 'coordinates': [-122.319388, 47.612397]}",F260018535
889,13030 Linden Ave N,Aid Response,2026-02-08T20:11:00.000,47.723429,-122.348165,"{'type': 'Point', 'coordinates': [-122.348165, 47.723429]}",F260018536
890,8323 RAINIER AVE S,Automatic Medical Alarm,2026-02-08T20:10:00.000,47.528857,-122.269987,"{'type': 'Point', 'coordinates': [-122.269987, 47.528857]}",F260018534
891,1108 E Boston St,Aid Response,2026-02-08T20:06:00.000,47.638396,-122.317904,"{'type': 'Point', 'coordinates': [-122.317904, 47.638396]}",F260018531
892,1526 3rd Ave,Auto Fire Alarm,2026-02-08T20:04:00.000,47.610003,-122.338025,"{'type': 'Point', 'coordinates': [-122.338025, 47.610003]}",F260018530
893,610 5th Ave S,Aid Response,2026-02-08T20:02:00.000,47.59743,-122.327676,"{'type': 'Point', 'coordinates': [-122.327676, 47.59743]}",F260018529
894,RENTON AVE S / S FLETCHER ST,MVI - Motor Vehicle Incident,2026-02-08T20:02:00.000,47.519048,-122.271503,"{'type': 'Point', 'coordinates': [-122.271503, 47.519048]}",F260018528
895,12505 Greenwood Ave N,Aid Response,2026-02-08T20:00:00.000,47.719638,-122.355539,"{'type': 'Point', 'coordinates': [-122.355539, 47.719638]}",F260018527
896,2nd Ave / Cherry St,Medic Response,2026-02-08T19:56:00.000,47.603019,-122.333172,"{'type': 'Point', 'coordinates': [-122.333172, 47.603019]}",F260018524
897,6058 35th Ave Sw,Aid Response,2026-02-08T19:46:00.000,47.548057,-122.376374,"{'type': 'Point', 'coordinates': [-122.376374, 47.548057]}",F260018523
898,S Atlantic St / Alaskan Way S,Aid Response,2026-02-08T19:45:00.000,47.590732,-122.337336,"{'type': 'Point', 'coordinates': [-122.337336, 47.590732]}",F260018521
899,2121 26th Ave S,Aid Response,2026-02-08T19:39:00.000,47.584234,-122.299024,"{'type': 'Point', 'coordinates': [-122.299024, 47.584234]}",F260018520
900,Colman Dock Access Rd / Alaskan Way S,Aid Response,2026-02-08T19:35:00.000,47.60172,-122.336387,"{'type': 'Point', 'coordinates': [-122.336387, 47.60172]}",F260018517
901,915 Queen Anne Ave N,Auto Fire Alarm,2026-02-08T19:31:00.000,47.62763,-122.356686,"{'type': 'Point', 'coordinates': [-122.356686, 47.62763]}",F260018516
902,5100 Ballard Ave Nw,Aid Response,2026-02-08T19:30:00.000,47.664462,-122.380906,"{'type': 'Point', 'coordinates': [-122.380906, 47.664462]}",F260018515
903,2401 Sw Holden St,Aid Response,2026-02-08T19:30:00.000,47.533698,-122.363185,"{'type': 'Point', 'coordinates': [-122.363185, 47.533698]}",F260018514
904,Martin Luther King Jr Way S / S Hanford St,Illegal Burn,2026-02-08T19:20:00.000,47.575048,-122.296851,"{'type': 'Point', 'coordinates': [-122.296851, 47.575048]}",F260018510
905,935 Golf Dr S,Aid Response,2026-02-08T19:19:00.000,47.59407,-122.316226,"{'type': 'Point', 'coordinates': [-122.316226, 47.59407]}",F260018509
906,7132 Delridge Way Sw,MVI - Motor Vehicle Incident,2026-02-08T19:13:00.000,47.538757,-122.360988,"{'type': 'Point', 'coordinates': [-122.360988, 47.538757]}",F260018508
907,1023 E Alder St,Auto Fire Alarm,2026-02-08T19:06:00.000,47.60436,-122.319104,"{'type': 'Point', 'coordinates': [-122.319104, 47.60436]}",F260018505
908,2121 26th Ave S,2RED - 1 + 1,2026-02-08T19:05:00.000,47.584234,-122.299024,"{'type': 'Point', 'coordinates': [-122.299024, 47.584234]}",F260018503
909,4607 Sw Wildwood Pl,Medic Response,2026-02-08T19:02:00.000,47.521123,-122.39122,"{'type': 'Point', 'coordinates': [-122.39122, 47.521123]}",F260018502
910,4969 15th Ave S,Medic Response- 7 per Rule,2026-02-08T19:00:00.000,47.557238,-122.313444,"{'type': 'Point', 'coordinates': [-122.313444, 47.557238]}",F260018501
911,4838 36th Ave Ne,Medic Response- 7 per Rule,2026-02-08T18:53:00.000,47.663839,-122.289233,"{'type': 'Point', 'coordinates': [-122.289233, 47.663839]}",F260018500
912,2801 Western Ave,Aid Response,2026-02-08T18:48:00.000,47.615689,-122.352409,"{'type': 'Point', 'coordinates': [-122.352409, 47.615689]}",F260018497
913,114 YESLER WAY,Rubbish Fire,2026-02-08T18:48:00.000,47.601721,-122.333445,"{'type': 'Point', 'coordinates': [-122.333445, 47.601721]}",F260018498
914,1201 1st Ave S,Aid Response,2026-02-08T18:45:00.000,47.592389,-122.334195,"{'type': 'Point', 'coordinates': [-122.334195, 47.592389]}",F260018496
915,4401 S Trenton St,Aid Response,2026-02-08T18:44:00.000,47.524258,-122.278029,"{'type': 'Point', 'coordinates': [-122.278029, 47.524258]}",F260018495
916,3201 Sw Graham St,Aid Response,2026-02-08T18:41:00.000,47.54666,-122.373219,"{'type': 'Point', 'coordinates': [-122.373219, 47.54666]}",F260018493
917,7101 38th Ave S,Aid Response,2026-02-08T18:21:00.000,47.538872,-122.284744,"{'type': 'Point', 'coordinates': [-122.284744, 47.538872]}",F260018491
918,7101 62nd Ave Ne,Aid Response,2026-02-08T18:18:00.000,47.67997,-122.262231,"{'type': 'Point', 'coordinates': [-122.262231, 47.67997]}",F260018490
919,500 Pine St,Rescue Elevator,2026-02-08T18:02:00.000,47.611672,-122.336484,"{'type': 'Point', 'coordinates': [-122.336484, 47.611672]}",F260018487
920,2606 Nw 58th St,2RED - 1 + 1,2026-02-08T17:59:00.000,47.67092,-122.390211,"{'type': 'Point', 'coordinates': [-122.390211, 47.67092]}",F260018484
921,4501 12th Ave Ne,Medic Response,2026-02-08T17:58:00.000,47.661285,-122.315442,"{'type': 'Point', 'coordinates': [-122.315442, 47.661285]}",F260018483
922,14315 Lake City Way Ne,Aid Response,2026-02-08T17:50:00.000,47.732071,-122.292377,"{'type': 'Point', 'coordinates': [-122.292377, 47.732071]}",F260018481
923,170 S KING ST,Aid Response,2026-02-08T17:49:00.000,47.598289,-122.332075,"{'type': 'Point', 'coordinates': [-122.332075, 47.598289]}",F260018480
924,3716 55th Ave Sw,Aid Response,2026-02-08T17:47:00.000,47.571008,-122.402818,"{'type': 'Point', 'coordinates': [-122.402818, 47.571008]}",F260018478
925,7053 Dibble Ave Nw,Automatic Fire Alarm Resd,2026-02-08T17:46:00.000,47.679878,-122.367272,"{'type': 'Point', 'coordinates': [-122.367272, 47.679878]}",F260018477
926,300 Pine St,Aid Response,2026-02-08T17:38:00.000,47.610743,-122.338702,"{'type': 'Point', 'coordinates': [-122.338702, 47.610743]}",F260018476
927,4727 Beacon Ave S,Aid Response,2026-02-08T17:33:00.000,47.560074,-122.304791,"{'type': 'Point', 'coordinates': [-122.304791, 47.560074]}",F260018474
928,221 10th Ave S,Aid Response,2026-02-08T17:26:00.000,47.600715,-122.319304,"{'type': 'Point', 'coordinates': [-122.319304, 47.600715]}",F260018472
929,1621 E OLIVE WAY,Aid Response,2026-02-08T17:25:00.000,47.61934,-122.324725,"{'type': 'Point', 'coordinates': [-122.324725, 47.61934]}",F260018471
930,1014 Boylston Ave,Medic Response,2026-02-08T17:22:00.000,47.610825,-122.321896,"{'type': 'Point', 'coordinates': [-122.321896, 47.610825]}",F260018469
931,600 7th Ave,Aid Response Yellow,2026-02-08T17:22:00.000,47.604625,-122.32697,"{'type': 'Point', 'coordinates': [-122.32697, 47.604625]}",F260018468
932,46th Ave Sw / Sw Hanford St,Aid Response,2026-02-08T17:21:00.000,47.575668,-122.390786,"{'type': 'Point', 'coordinates': [-122.390786, 47.575668]}",F260018467
933,Nw 60th St / 22nd Ave Nw,Brush Fire,2026-02-08T17:20:00.000,47.672371,-122.384742,"{'type': 'Point', 'coordinates': [-122.384742, 47.672371]}",F260018465
934,Ballard Ave Nw / 20th Ave Nw,Rubbish Fire,2026-02-08T17:11:00.000,47.665506,-122.382134,"{'type': 'Point', 'coordinates': [-122.382134, 47.665506]}",F260018462
935,Valley St / 5th Ave N,Aid Response,2026-02-08T17:09:00.000,47.626281,-122.347557,"{'type': 'Point', 'coordinates': [-122.347557, 47.626281]}",F260018461
936,1100 Olive Way,Auto Fire Alarm,2026-02-08T17:04:00.000,47.61545,-122.33073,"{'type': 'Point', 'coordinates': [-122.33073, 47.61545]}",F260018460
937,930 Nw 52nd St,Illegal Burn,2026-02-08T17:02:00.000,47.666423,-122.368924,"{'type': 'Point', 'coordinates': [-122.368924, 47.666423]}",F260018459
938,1220 Boylston Ave,Aid Response,2026-02-08T16:57:00.000,47.612297,-122.323239,"{'type': 'Point', 'coordinates': [-122.323239, 47.612297]}",F260018458
939,13717 Linden Ave N,Alarm Bell,2026-02-08T16:55:00.000,47.728289,-122.347731,"{'type': 'Point', 'coordinates': [-122.347731, 47.728289]}",F260018457
940,1005 Terrace St,Aid Response Yellow,2026-02-08T16:50:00.000,47.604615,-122.32228,"{'type': 'Point', 'coordinates': [-122.32228, 47.604615]}",F260018456
941,6014 12th Ave S,Illegal Burn,2026-02-08T16:33:00.000,47.549101,-122.317313,"{'type': 'Point', 'coordinates': [-122.317313, 47.549101]}",F260018453
942,6514 40th Ave Ne,Aid Response,2026-02-08T16:25:00.000,47.675866,-122.284906,"{'type': 'Point', 'coordinates': [-122.284906, 47.675866]}",F260018452
943,8324 43rd Ave S,Aid Response,2026-02-08T16:20:00.000,47.528392,-122.279098,"{'type': 'Point', 'coordinates': [-122.279098, 47.528392]}",F260018450
944,5614 22nd Ave Nw,Rescue Elevator,2026-02-08T16:16:00.000,47.669551,-122.384743,"{'type': 'Point', 'coordinates': [-122.384743, 47.669551]}",F260018449
945,4831 35th Ave Sw,Aid Response,2026-02-08T16:11:00.000,47.558988,-122.376234,"{'type': 'Point', 'coordinates': [-122.376234, 47.558988]}",F260018447
946,1533 Western Ave,Aid Response,2026-02-08T16:04:00.000,47.608682,-122.341421,"{'type': 'Point', 'coordinates': [-122.341421, 47.608682]}",F260018444
947,1732 16th Ave,Alarm Bell,2026-02-08T16:00:00.000,47.616815,-122.311453,"{'type': 'Point', 'coordinates': [-122.311453, 47.616815]}",F260018443
948,9744 61st Ave S,Aid Response,2026-02-08T15:56:00.000,47.514364,-122.257024,"{'type': 'Point', 'coordinates': [-122.257024, 47.514364]}",F260018442
949,14100 Linden Ave N,Aid Response,2026-02-08T15:47:00.000,47.73104,-122.347764,"{'type': 'Point', 'coordinates': [-122.347764, 47.73104]}",F260018440
950,100 Melrose Ave E,Automatic Medical Alarm,2026-02-08T15:46:00.000,47.618497,-122.327854,"{'type': 'Point', 'coordinates': [-122.327854, 47.618497]}",F260018439
951,415 10th Ave,Aid Response,2026-02-08T15:42:00.000,47.605346,-122.319413,"{'type': 'Point', 'coordinates': [-122.319413, 47.605346]}",F260018437
952,11050 8th Ave Ne,Auto Fire Alarm,2026-02-08T15:42:00.000,47.708936,-122.320569,"{'type': 'Point', 'coordinates': [-122.320569, 47.708936]}",F260018436
953,715 Spring St,Medic Response,2026-02-08T15:37:00.000,47.608268,-122.330056,"{'type': 'Point', 'coordinates': [-122.330056, 47.608268]}",F260018434
954,400 Broad St,EVENT - Special Event,2026-02-08T15:35:00.000,47.619744,-122.348859,"{'type': 'Point', 'coordinates': [-122.348859, 47.619744]}",F260018433
955,101 6th Ave S,Medic Response,2026-02-08T15:35:00.000,47.601701,-122.326351,"{'type': 'Point', 'coordinates': [-122.326351, 47.601701]}",F260018432
956,5th Ave N / Aloha St,Aid Response,2026-02-08T15:32:00.000,47.627159,-122.34755,"{'type': 'Point', 'coordinates': [-122.34755, 47.627159]}",F260018431
957,8105 Greenwood Ave N,Medic Response,2026-02-08T15:31:00.000,47.687696,-122.3553,"{'type': 'Point', 'coordinates': [-122.3553, 47.687696]}",F260018430
958,3100 W Commodore Way,Automatic Medical Alarm,2026-02-08T15:21:00.000,47.663573,-122.396775,"{'type': 'Point', 'coordinates': [-122.396775, 47.663573]}",F260018429
959,1201 Ne 65th St,Aid Response,2026-02-08T15:11:00.000,47.675815,-122.315645,"{'type': 'Point', 'coordinates': [-122.315645, 47.675815]}",F260018424
960,531 Broadway E,Aid Response,2026-02-08T15:10:00.000,47.623478,-122.32093,"{'type': 'Point', 'coordinates': [-122.32093, 47.623478]}",F260018423
961,2000 2ND AVE,Aid Response,2026-02-08T15:07:00.000,47.611733,-122.341753,"{'type': 'Point', 'coordinates': [-122.341753, 47.611733]}",F260018422
962,756 John St,Aid Response,2026-02-08T15:06:00.000,47.619719,-122.342229,"{'type': 'Point', 'coordinates': [-122.342229, 47.619719]}",F260018421
963,1711 23rd Ave S,Auto Fire Alarm,2026-02-08T15:05:00.000,47.58821,-122.302596,"{'type': 'Point', 'coordinates': [-122.302596, 47.58821]}",F260018420
964,12505 Greenwood Ave N,Aid Response,2026-02-08T15:02:00.000,47.719638,-122.355539,"{'type': 'Point', 'coordinates': [-122.355539, 47.719638]}",F260018419
965,223 Yesler Way,Aid Response,2026-02-08T14:53:00.000,47.601718,-122.331581,"{'type': 'Point', 'coordinates': [-122.331581, 47.601718]}",F260018416
966,969 22nd Ave,Low Acuity Response,2026-02-08T14:52:00.000,47.610417,-122.303713,"{'type': 'Point', 'coordinates': [-122.303713, 47.610417]}",F260018417
967,8601 Paisley Dr Ne,Medic Response,2026-02-08T14:49:00.000,47.691302,-122.2747,"{'type': 'Point', 'coordinates': [-122.2747, 47.691302]}",F260018415
968,1400 S Main St,Aid Response Yellow,2026-02-08T14:46:00.000,47.600009,-122.314135,"{'type': 'Point', 'coordinates': [-122.314135, 47.600009]}",F260018414
969,109 Occidental Ave S,Aid Response,2026-02-08T14:43:00.000,47.601644,-122.332874,"{'type': 'Point', 'coordinates': [-122.332874, 47.601644]}",F260018411
970,415 10th Ave,Aid Response,2026-02-08T14:42:00.000,47.605346,-122.319413,"{'type': 'Point', 'coordinates': [-122.319413, 47.605346]}",F260018410
971,521 Stadium Pl S,Aid Response,2026-02-08T14:40:00.000,47.597968,-122.331585,"{'type': 'Point', 'coordinates': [-122.331585, 47.597968]}",F260018409
972,1000 4th Ave,Trans to AMR,2026-02-08T14:38:00.000,47.606088,-122.332909,"{'type': 'Point', 'coordinates': [-122.332909, 47.606088]}",F260018408
973,5240 S Dawson St,Medic Response,2026-02-08T14:35:00.000,47.554846,-122.267688,"{'type': 'Point', 'coordinates': [-122.267688, 47.554846]}",F260018406
974,Sb I5 At 80,Aid Response,2026-02-08T14:29:00.000,47.683721,-122.322734,"{'type': 'Point', 'coordinates': [-122.322734, 47.683721]}",F260018404
975,1039 6th Ave S,Aid Response,2026-02-08T14:26:00.000,47.593751,-122.325968,"{'type': 'Point', 'coordinates': [-122.325968, 47.593751]}",F260018403
976,3230 Sw Avalon Way,Aid Response,2026-02-08T14:24:00.000,47.564435,-122.372755,"{'type': 'Point', 'coordinates': [-122.372755, 47.564435]}",F260018402
977,2541 Warren Ave N,Aid Response,2026-02-08T14:24:00.000,47.642238,-122.354483,"{'type': 'Point', 'coordinates': [-122.354483, 47.642238]}",F260018401
978,824 E Pike St,Low Acuity Response,2026-02-08T14:16:00.000,47.614068,-122.321785,"{'type': 'Point', 'coordinates': [-122.321785, 47.614068]}",F260018398
979,Caroline Ave N / N 88th St,Medic Response,2026-02-08T14:07:00.000,47.692324,-122.337043,"{'type': 'Point', 'coordinates': [-122.337043, 47.692324]}",F260018394
980,3621 33rd Ave S,Auto Fire Alarm,2026-02-08T14:07:00.000,47.571408,-122.291001,"{'type': 'Point', 'coordinates': [-122.291001, 47.571408]}",F260018392
