,address,type,datetime,latitude,longitude,report_location,incident_number
4366,10552 Alton Ave Ne,Aid Response,2026-01-28T09:42:00.000,47.705138,-122.281162,"{'type': 'Point', 'coordinates': [-122.281162, 47.705138]}",F260013013
4367,13242 Aurora Ave N,Aid Response,2026-01-28T09:39:00.000,47.72497,-122.344996,"{'type': 'Point', 'coordinates': [-122.344996, 47.72497]}",F260013010
4368,1737 45th Ave Sw,2RED - 1 + 1,2026-01-28T09:38:00.000,47.58785,-122.388998,"{'type': 'Point', 'coordinates': [-122.388998, 47.58785]}",F260013008
4369,621 WESTERN AVE,Aid Response,2026-01-28T09:35:00.000,47.601842,-122.335532,"{'type': 'Point', 'coordinates': [-122.335532, 47.601842]}",F260013007
4370,2100 Sw Barton Pl,Aid Response,2026-01-28T09:29:00.000,47.522861,-122.360494,"{'type': 'Point', 'coordinates': [-122.360494, 47.522861]}",F260013005
4371,S Lucile St / Airport Way S,Illegal Burn,2026-01-28T09:22:00.000,47.553351,-122.321004,"{'type': 'Point', 'coordinates': [-122.321004, 47.553351]}",F260013002
4372,401 9th Ave N,Automatic Fire Alarm False,2026-01-28T09:22:00.000,47.622046,-122.33976,"{'type': 'Point', 'coordinates': [-122.33976, 47.622046]}",F260013003
4373,2500 1st Ave,Aid Response,2026-01-28T09:21:00.000,47.614696,-122.348746,"{'type': 'Point', 'coordinates': [-122.348746, 47.614696]}",F260013001
4374,1400 6th Ave,Aid Response,2026-01-28T09:15:00.000,47.61015,-122.333556,"{'type': 'Point', 'coordinates': [-122.333556, 47.61015]}",F260013000
4375,801 Alaskan Way,Low Acuity Response,2026-01-28T09:04:00.000,47.602422,-122.33696,"{'type': 'Point', 'coordinates': [-122.33696, 47.602422]}",F260012999
4376,7303 28th Ave Sw,Aid Response,2026-01-28T09:03:00.000,47.537334,-122.368656,"{'type': 'Point', 'coordinates': [-122.368656, 47.537334]}",F260012998
4377,9001 Lake City Way Ne,Aid Response,2026-01-28T09:01:00.000,47.693931,-122.30552,"{'type': 'Point', 'coordinates': [-122.30552, 47.693931]}",F260012996
4378,2147 N 62nd St,Aid Response,2026-01-28T08:49:00.000,47.673683,-122.332914,"{'type': 'Point', 'coordinates': [-122.332914, 47.673683]}",F260012994
4379,4069 Spokane Ln Ne,Auto Fire Alarm,2026-01-28T08:48:00.000,47.656288,-122.308075,"{'type': 'Point', 'coordinates': [-122.308075, 47.656288]}",F260012993
4380,7 S Idaho St,Rubbish Fire,2026-01-28T08:47:00.000,47.5645,-122.343395,"{'type': 'Point', 'coordinates': [-122.343395, 47.5645]}",F260012992
4381,3005 Rainier Ave S,Aid Response,2026-01-28T08:38:00.000,47.576698,-122.296889,"{'type': 'Point', 'coordinates': [-122.296889, 47.576698]}",F260012990
4382,747 N 135th St,Aid Response,2026-01-28T08:28:00.000,47.726803,-122.347793,"{'type': 'Point', 'coordinates': [-122.347793, 47.726803]}",F260012988
4383,5315 55th Ave S,Medic Response,2026-01-28T08:19:00.000,47.554088,-122.264635,"{'type': 'Point', 'coordinates': [-122.264635, 47.554088]}",F260012983
4384,9455 27th Ave Sw,Auto Fire Alarm,2026-01-28T08:15:00.000,47.518178,-122.367277,"{'type': 'Point', 'coordinates': [-122.367277, 47.518178]}",F260012981
4385,1201 Mercer St,Rescue Elevator,2026-01-28T08:15:00.000,47.624269,-122.33298,"{'type': 'Point', 'coordinates': [-122.33298, 47.624269]}",F260012982
4386,1641 Windermere Dr E,Medic Response,2026-01-28T08:13:00.000,47.634109,-122.289988,"{'type': 'Point', 'coordinates': [-122.289988, 47.634109]}",F260012979
4387,1918 N 115th St,Aid Response,2026-01-28T08:09:00.000,47.712296,-122.335876,"{'type': 'Point', 'coordinates': [-122.335876, 47.712296]}",F260012978
4388,5215 S Pearl St,Medic Response,2026-01-28T08:01:00.000,47.55627,-122.267514,"{'type': 'Point', 'coordinates': [-122.267514, 47.55627]}",F260012977
4389,619 3rd Ave,Medic Response,2026-01-28T07:42:00.000,47.6029,-122.331529,"{'type': 'Point', 'coordinates': [-122.331529, 47.6029]}",F260012974
4390,3447 12th Ave W,Investigate Out Of Service,2026-01-28T07:38:00.000,47.650773,-122.372282,"{'type': 'Point', 'coordinates': [-122.372282, 47.650773]}",F260012969
4391,2140 N Northgate Way,Medic Response,2026-01-28T07:36:00.000,47.708659,-122.333457,"{'type': 'Point', 'coordinates': [-122.333457, 47.708659]}",F260012968
4392,2nd Ave / Bell St,Aid Response,2026-01-28T07:31:00.000,47.61404,-122.345653,"{'type': 'Point', 'coordinates': [-122.345653, 47.61404]}",F260012966
4393,5100 47th Ave Sw,Aid Response,2026-01-28T07:28:00.000,47.556405,-122.392286,"{'type': 'Point', 'coordinates': [-122.392286, 47.556405]}",F260012965
4394,2745 California Ave Sw,Rescue Elevator,2026-01-28T07:27:00.000,47.578063,-122.38667,"{'type': 'Point', 'coordinates': [-122.38667, 47.578063]}",F260012964
4395,4219 S Othello St,Aid Response,2026-01-28T07:26:00.000,47.53705,-122.280473,"{'type': 'Point', 'coordinates': [-122.280473, 47.53705]}",F260012963
4396,315 1st Ave W,Auto Fire Alarm,2026-01-28T07:24:00.000,47.621113,-122.358044,"{'type': 'Point', 'coordinates': [-122.358044, 47.621113]}",F260012962
4397,1420 Ne 65th St,Investigate Out Of Service,2026-01-28T07:22:00.000,47.675792,-122.312886,"{'type': 'Point', 'coordinates': [-122.312886, 47.675792]}",F260012961
4398,600 2nd Ave,Aid Response,2026-01-28T07:15:00.000,47.602306,-122.332519,"{'type': 'Point', 'coordinates': [-122.332519, 47.602306]}",F260012960
4399,Greenwood Ave N / N 105th St,Illegal Burn,2026-01-28T07:13:00.000,47.705084,-122.355453,"{'type': 'Point', 'coordinates': [-122.355453, 47.705084]}",F260012959
4400,6524 Cleopatra Pl Nw,Aid Response,2026-01-28T07:12:00.000,47.676196,-122.365536,"{'type': 'Point', 'coordinates': [-122.365536, 47.676196]}",F260012958
4401,1038 Elliott Ave W,Aid Response,2026-01-28T07:09:00.000,47.628003,-122.370278,"{'type': 'Point', 'coordinates': [-122.370278, 47.628003]}",F260012957
4402,8704 Greenwood Ave N,Aid Response,2026-01-28T07:07:00.000,47.692436,-122.355321,"{'type': 'Point', 'coordinates': [-122.355321, 47.692436]}",F260012955
4403,116 Stewart St,Aid Response Yellow,2026-01-28T07:07:00.000,47.610387,-122.341198,"{'type': 'Point', 'coordinates': [-122.341198, 47.610387]}",F260012956
4404,5727 37th Ave S,Automatic Medical Alarm,2026-01-28T07:04:00.000,47.551024,-122.286266,"{'type': 'Point', 'coordinates': [-122.286266, 47.551024]}",F260012954
4405,9th Ave Nw / Nw 62nd St,Ladder Code Yellow,2026-01-28T07:02:00.000,47.67381,-122.368733,"{'type': 'Point', 'coordinates': [-122.368733, 47.67381]}",F260012953
4406,303 S Jackson St,Aid Response,2026-01-28T06:45:00.000,47.599199,-122.330251,"{'type': 'Point', 'coordinates': [-122.330251, 47.599199]}",F260012952
4407,6416 14th Ave Nw,Medic Response,2026-01-28T06:43:00.000,47.675378,-122.373572,"{'type': 'Point', 'coordinates': [-122.373572, 47.675378]}",F260012951
4408,2700 Airport Way S,Aid Response,2026-01-28T06:41:00.000,47.579503,-122.321398,"{'type': 'Point', 'coordinates': [-122.321398, 47.579503]}",F260012950
4409,1200 University St,Medic Response,2026-01-28T06:36:00.000,47.611943,-122.325987,"{'type': 'Point', 'coordinates': [-122.325987, 47.611943]}",F260012949
4410,6900 37th Ave S,Medic Response,2026-01-28T06:33:00.000,47.540654,-122.286239,"{'type': 'Point', 'coordinates': [-122.286239, 47.540654]}",F260012948
4411,1915 2nd Ave,Aid Response,2026-01-28T06:29:00.000,47.611074,-122.340638,"{'type': 'Point', 'coordinates': [-122.340638, 47.611074]}",F260012946
4412,E Union St / Broadway,Aid Response,2026-01-28T06:25:00.000,47.612963,-122.320762,"{'type': 'Point', 'coordinates': [-122.320762, 47.612963]}",F260012945
4413,9028 12th Ave Sw,Medic Response,2026-01-28T06:16:00.000,47.522578,-122.350624,"{'type': 'Point', 'coordinates': [-122.350624, 47.522578]}",F260012943
4414,925 4th Ave,Aid Response,2026-01-28T05:48:00.000,47.605549,-122.332417,"{'type': 'Point', 'coordinates': [-122.332417, 47.605549]}",F260012937
4415,4060 George Washington Ln Ne,Auto Fire Alarm,2026-01-28T05:38:00.000,47.65681,-122.31135,"{'type': 'Point', 'coordinates': [-122.31135, 47.65681]}",F260012934
4416,900 University St,Medic Response,2026-01-28T05:34:00.000,47.61055,-122.329318,"{'type': 'Point', 'coordinates': [-122.329318, 47.61055]}",F260012933
4417,7509 24TH AVE SW,Aid Response,2026-01-28T05:13:00.000,47.535435,-122.363165,"{'type': 'Point', 'coordinates': [-122.363165, 47.535435]}",F260012931
4418,9403 51st Ave S,Aid Response,2026-01-28T05:10:00.000,47.518146,-122.270008,"{'type': 'Point', 'coordinates': [-122.270008, 47.518146]}",F260012930
4419,3005 Rainier Ave S,Aid Response,2026-01-28T04:56:00.000,47.576698,-122.296889,"{'type': 'Point', 'coordinates': [-122.296889, 47.576698]}",F260012929
4420,9023 Mary Ave Nw,Aid Response Yellow,2026-01-28T04:30:00.000,47.694355,-122.375451,"{'type': 'Point', 'coordinates': [-122.375451, 47.694355]}",F260012928
4421,4524 S Henderson St,Aid Response,2026-01-28T04:21:00.000,47.523312,-122.275874,"{'type': 'Point', 'coordinates': [-122.275874, 47.523312]}",F260012926
4422,13280 Linden Ave N,Aid Response,2026-01-28T04:14:00.000,47.725256,-122.347902,"{'type': 'Point', 'coordinates': [-122.347902, 47.725256]}",F260012925
4423,2nd Ave S / S Jackson St,Aid Response,2026-01-28T04:07:00.000,47.599201,-122.331578,"{'type': 'Point', 'coordinates': [-122.331578, 47.599201]}",F260012923
4424,7060 East Marginal Way S,Medic Response,2026-01-28T03:59:00.000,47.539749,-122.322441,"{'type': 'Point', 'coordinates': [-122.322441, 47.539749]}",F260012921
4425,1521 Nw Market St,Aid Response,2026-01-28T03:59:00.000,47.668671,-122.377312,"{'type': 'Point', 'coordinates': [-122.377312, 47.668671]}",F260012922
4426,4701 University Way Ne,Medic Response- Overdose,2026-01-28T03:56:00.000,47.663092,-122.313102,"{'type': 'Point', 'coordinates': [-122.313102, 47.663092]}",F260012919
4427,1211 2nd Ave N,Aid Response,2026-01-28T03:50:00.000,47.630018,-122.352632,"{'type': 'Point', 'coordinates': [-122.352632, 47.630018]}",F260012918
4428,1703 California Ave Sw,Aid Response,2026-01-28T03:41:00.000,47.588027,-122.386277,"{'type': 'Point', 'coordinates': [-122.386277, 47.588027]}",F260012917
4429,1519 12th Ave,Aid Response,2026-01-28T03:38:00.000,47.614317,-122.316839,"{'type': 'Point', 'coordinates': [-122.316839, 47.614317]}",F260012916
4430,2208 15th Ave W,Aid Response,2026-01-28T03:08:00.000,47.638695,-122.376149,"{'type': 'Point', 'coordinates': [-122.376149, 47.638695]}",F260012914
4431,3046 36th Ave W,Aid Response Yellow,2026-01-28T03:06:00.000,47.647229,-122.403617,"{'type': 'Point', 'coordinates': [-122.403617, 47.647229]}",F260012913
4432,300 Pine St,Aid Response,2026-01-28T02:44:00.000,47.610743,-122.338702,"{'type': 'Point', 'coordinates': [-122.338702, 47.610743]}",F260012911
4433,7th Ave / Westlake Ave,Aid Response,2026-01-28T02:38:00.000,47.615283,-122.337837,"{'type': 'Point', 'coordinates': [-122.337837, 47.615283]}",F260012910
4434,1118 5th Ave,Auto Alarm 1 + 1 + 1,2026-01-28T02:27:00.000,47.60739,-122.332564,"{'type': 'Point', 'coordinates': [-122.332564, 47.60739]}",F260012907
4435,13700 Aurora Ave N,Aid Response,2026-01-28T02:22:00.000,47.728678,-122.345037,"{'type': 'Point', 'coordinates': [-122.345037, 47.728678]}",F260012906
4436,2745 California Ave Sw,Rescue Elevator,2026-01-28T02:17:00.000,47.578063,-122.38667,"{'type': 'Point', 'coordinates': [-122.38667, 47.578063]}",F260012905
4437,3731 Sw Donovan St,Aid Response Yellow,2026-01-28T02:07:00.000,47.525429,-122.380509,"{'type': 'Point', 'coordinates': [-122.380509, 47.525429]}",F260012904
4438,740 Bellevue Ave E,Rubbish Fire,2026-01-28T02:05:00.000,47.625483,-122.326592,"{'type': 'Point', 'coordinates': [-122.326592, 47.625483]}",F260012902
4439,4004 Ne 55th St,Hang-Up- Aid,2026-01-28T02:03:00.000,47.668509,-122.284787,"{'type': 'Point', 'coordinates': [-122.284787, 47.668509]}",F260012901
4440,6900 37th Ave S,Aid Response,2026-01-28T02:01:00.000,47.540654,-122.286239,"{'type': 'Point', 'coordinates': [-122.286239, 47.540654]}",F260012900
4441,5th Ave S / S Jackson St,Aid Response,2026-01-28T02:00:00.000,47.599195,-122.327667,"{'type': 'Point', 'coordinates': [-122.327667, 47.599195]}",F260012899
4442,7324 MARTIN LUTHER KING JR WAY S,Alarm Bell,2026-01-28T01:55:00.000,47.536857,-122.281018,"{'type': 'Point', 'coordinates': [-122.281018, 47.536857]}",F260012897
4443,4219 S OTHELLO ST,Auto Alarm 1 + 1 + 1,2026-01-28T01:47:00.000,47.53705,-122.280473,"{'type': 'Point', 'coordinates': [-122.280473, 47.53705]}",F260012895
4444,12312 38th Ave Ne,Aid Response,2026-01-28T01:43:00.000,47.71745,-122.287305,"{'type': 'Point', 'coordinates': [-122.287305, 47.71745]}",F260012893
4445,2401 S Jackson St,3RED - 1 +1 + 1,2026-01-28T01:42:00.000,47.599288,-122.301125,"{'type': 'Point', 'coordinates': [-122.301125, 47.599288]}",F260012892
4446,3310 Ne 125th St,Auto Fire Alarm,2026-01-28T01:32:00.000,47.719264,-122.292632,"{'type': 'Point', 'coordinates': [-122.292632, 47.719264]}",F260012890
4447,1420 Ne 65th St,Aid Response,2026-01-28T01:28:00.000,47.675792,-122.312886,"{'type': 'Point', 'coordinates': [-122.312886, 47.675792]}",F260012888
4448,5th Ave / Pine St,Aid Response,2026-01-28T01:28:00.000,47.611672,-122.336484,"{'type': 'Point', 'coordinates': [-122.336484, 47.611672]}",F260012889
4449,619 3rd Ave,BC Medic Response- 6 per rule,2026-01-28T01:28:00.000,47.6029,-122.331529,"{'type': 'Point', 'coordinates': [-122.331529, 47.6029]}",F260012887
4450,3425 MARTIN LUTHER KING JR WAY S,Medic Response- 7 per Rule,2026-01-28T01:18:00.000,47.572708,-122.296928,"{'type': 'Point', 'coordinates': [-122.296928, 47.572708]}",F260012881
4451,12503 Greenwood Ave N,Aid Response,2026-01-28T01:04:00.000,47.719619,-122.355539,"{'type': 'Point', 'coordinates': [-122.355539, 47.719619]}",F260012879
4452,7026 Holly Park Dr S,Medic Response,2026-01-28T00:58:00.000,47.539453,-122.287765,"{'type': 'Point', 'coordinates': [-122.287765, 47.539453]}",F260012878
4453,23rd Ave S / S Jackson St,Aid Response,2026-01-28T00:52:00.000,47.599281,-122.302233,"{'type': 'Point', 'coordinates': [-122.302233, 47.599281]}",F260012877
4454,14115 Aurora Ave N,Aid Response,2026-01-28T00:43:00.000,47.731129,-122.345064,"{'type': 'Point', 'coordinates': [-122.345064, 47.731129]}",F260012876
4455,14115 Aurora Ave N,Aid Response,2026-01-28T00:05:00.000,47.731129,-122.345064,"{'type': 'Point', 'coordinates': [-122.345064, 47.731129]}",F260012872
4456,1615 Belmont Ave,Aid Response,2026-01-27T23:56:00.000,47.615385,-122.324475,"{'type': 'Point', 'coordinates': [-122.324475, 47.615385]}",F260012870
4457,10023 40th Ave Sw,Fire in Building,2026-01-27T23:39:00.000,47.513563,-122.383208,"{'type': 'Point', 'coordinates': [-122.383208, 47.513563]}",F260012868
4458,1839 41st Ave E,Automatic Medical Alarm,2026-01-27T23:15:00.000,47.635143,-122.279652,"{'type': 'Point', 'coordinates': [-122.279652, 47.635143]}",F260012865
4459,Renton Ave S / S Bangor St,Car Fire,2026-01-27T23:11:00.000,47.506353,-122.254537,"{'type': 'Point', 'coordinates': [-122.254537, 47.506353]}",F260012864
4460,8th Ave / Seneca St,Medic Response,2026-01-27T23:03:00.000,47.609372,-122.329777,"{'type': 'Point', 'coordinates': [-122.329777, 47.609372]}",F260012863
4461,4501 12th Ave Ne,Auto Fire Alarm,2026-01-27T23:02:00.000,47.661285,-122.315442,"{'type': 'Point', 'coordinates': [-122.315442, 47.661285]}",F260012862
4462,300 1st Ave W,2RED - 1 + 1,2026-01-27T22:46:00.000,47.620946,-122.358045,"{'type': 'Point', 'coordinates': [-122.358045, 47.620946]}",F260012858
4463,4524 7th Ave Ne,Aid Response Yellow,2026-01-27T22:42:00.000,47.661857,-122.320725,"{'type': 'Point', 'coordinates': [-122.320725, 47.661857]}",F260012855
4464,2420 26th Ave W,Medic Response,2026-01-27T22:40:00.000,47.640314,-122.390317,"{'type': 'Point', 'coordinates': [-122.390317, 47.640314]}",F260012854
4465,1st Ave S / S Royal Brougham Way,Rubbish Fire,2026-01-27T22:37:00.000,47.592396,-122.334195,"{'type': 'Point', 'coordinates': [-122.334195, 47.592396]}",F260012852
4466,9400 Rainier Ave S,Rescue Lock In/Out,2026-01-27T22:27:00.000,47.519834,-122.26509,"{'type': 'Point', 'coordinates': [-122.26509, 47.519834]}",F260012851
4467,323 Belmont Ave E,Food On The Stove Out,2026-01-27T21:59:00.000,47.621096,-122.324019,"{'type': 'Point', 'coordinates': [-122.324019, 47.621096]}",F260012848
4468,515 22nd Ave,Aid Response,2026-01-27T21:58:00.000,47.606663,-122.303785,"{'type': 'Point', 'coordinates': [-122.303785, 47.606663]}",F260012847
4469,1407 2nd Ave W,Medic Response,2026-01-27T21:57:00.000,47.631378,-122.359203,"{'type': 'Point', 'coordinates': [-122.359203, 47.631378]}",F260012846
4470,1112 4th Ave,Aid Response,2026-01-27T21:50:00.000,47.606881,-122.333635,"{'type': 'Point', 'coordinates': [-122.333635, 47.606881]}",F260012843
4471,14315 Lake City Way Ne,Medic Response,2026-01-27T21:48:00.000,47.732071,-122.292377,"{'type': 'Point', 'coordinates': [-122.292377, 47.732071]}",F260012842
4472,4404 Montana Cir W,Aid Response,2026-01-27T21:47:00.000,47.660789,-122.415099,"{'type': 'Point', 'coordinates': [-122.415099, 47.660789]}",F260012841
4473,2402 Nw Blue Ridge Dr,Medic Response,2026-01-27T21:36:00.000,47.702653,-122.387364,"{'type': 'Point', 'coordinates': [-122.387364, 47.702653]}",F260012835
4474,3021 Sw Bradford St,Automatic Fire Alarm False,2026-01-27T21:36:00.000,47.569237,-122.371429,"{'type': 'Point', 'coordinates': [-122.371429, 47.569237]}",F260012834
4475,4 Nickerson St,Trans to AMR,2026-01-27T21:31:00.000,47.649764,-122.357657,"{'type': 'Point', 'coordinates': [-122.357657, 47.649764]}",F260012833
4476,4730 19th Ave Ne,Aid Response,2026-01-27T21:29:00.000,47.663227,-122.307215,"{'type': 'Point', 'coordinates': [-122.307215, 47.663227]}",F260012832
4477,2434 Nw 57th St,Low Acuity Response,2026-01-27T21:15:00.000,47.670187,-122.388013,"{'type': 'Point', 'coordinates': [-122.388013, 47.670187]}",F260012829
4478,Brooklyn Ave Ne / Ne 47th St,Illegal Burn,2026-01-27T21:15:00.000,47.6631,-122.314238,"{'type': 'Point', 'coordinates': [-122.314238, 47.6631]}",F260012828
4479,Pike St / Boren Ave,Illegal Burn,2026-01-27T21:07:00.000,47.613466,-122.328913,"{'type': 'Point', 'coordinates': [-122.328913, 47.613466]}",F260012826
4480,3RD AVE / PINE ST,Rubbish Fire,2026-01-27T21:05:00.000,47.610743,-122.338702,"{'type': 'Point', 'coordinates': [-122.338702, 47.610743]}",F260012825
4481,747 N 135th St,Aid Response,2026-01-27T21:04:00.000,47.726803,-122.347793,"{'type': 'Point', 'coordinates': [-122.347793, 47.726803]}",F260012824
4482,341 Nw 48th St,Automatic Fire Alarm Resd,2026-01-27T21:03:00.000,47.663655,-122.361212,"{'type': 'Point', 'coordinates': [-122.361212, 47.663655]}",F260012822
4483,1206 E Barclay Ct,Aid Response,2026-01-27T21:00:00.000,47.606838,-122.3167,"{'type': 'Point', 'coordinates': [-122.3167, 47.606838]}",F260012820
4484,W Nickerson St / 3rd Ave W,2RED - 1 + 1,2026-01-27T20:49:00.000,47.650829,-122.360877,"{'type': 'Point', 'coordinates': [-122.360877, 47.650829]}",F260012818
4485,2106 12th Ave S,Aid Response Yellow,2026-01-27T20:44:00.000,47.584503,-122.316641,"{'type': 'Point', 'coordinates': [-122.316641, 47.584503]}",F260012817
4486,303 E Pike St,Aid Response,2026-01-27T20:42:00.000,47.613942,-122.327777,"{'type': 'Point', 'coordinates': [-122.327777, 47.613942]}",F260012816
4487,Nw Market St / 15th Ave Nw,Illegal Burn,2026-01-27T20:39:00.000,47.668667,-122.376214,"{'type': 'Point', 'coordinates': [-122.376214, 47.668667]}",F260012815
4488,3024 RAINIER AVE S,Aid Response,2026-01-27T20:37:00.000,47.576548,-122.296775,"{'type': 'Point', 'coordinates': [-122.296775, 47.576548]}",F260012814
4489,4046 Ne 86th St,Aid Response,2026-01-27T20:35:00.000,47.690907,-122.284854,"{'type': 'Point', 'coordinates': [-122.284854, 47.690907]}",F260012813
4490,5444 Delridge Way Sw,Auto Fire Alarm,2026-01-27T20:34:00.000,47.553321,-122.362969,"{'type': 'Point', 'coordinates': [-122.362969, 47.553321]}",F260012812
